train_loss,train_mae,val_loss,val_mae,effective_epochs
7.694062368193669,2.104977746508015,,,1.0
3.723516145748879,1.5026337015095041,6.237702432431672,2.0319300450776754,0.8476070528967254
3.2096200407440985,1.3964633016443964,7.702269780008416,2.268769333237096,0.698992443324937
2.820184023522619,1.2852053695650243,5.080847137852719,1.808790790407281,0.6102015113350125
2.5621802344251035,1.2453765611150371,4.123221817769502,1.5982916888437773,0.5239294710327456
2.641598578709275,1.2393219800137762,5.209647856260601,1.8319772419176603,0.4269521410579345
2.475309644172441,1.2012446682844589,3.7625105882945813,1.5236135282014545,0.3765743073047859
2.2437512979133807,1.1747794222475878,3.2956785904733756,1.4298427104949951,0.32871536523929473
2.2635662491197017,1.1626053710482014,3.7086866090172217,1.520533103691904,0.27581863979848864
2.0910436711204587,1.1253946619247324,2.732219018434223,1.2597558874832957,0.2619647355163728
2.049009357815358,1.099938591024769,3.2248021740662423,1.3795016251112286,0.1964735516372796
2.1570793170092712,1.1220575099560752,3.2491223498394617,1.3964825178447522,0.16939546599496222
2.6179436470812827,1.235184310087517,3.2308511420300134,1.3977930357581692,0.1442065491183879
1.8546925782045323,1.1029769902798667,3.189392823922007,1.3971360419925891,0.12216624685138538
1.861615308560431,1.1365955872322195,3.213917249127438,1.4005401071749235,0.11523929471032746
2.312173009813596,1.0870975131419167,2.8581015185305945,1.3162324585412677,0.10957178841309824
2.2523873549010327,1.0302454090830107,2.8090258774004484,1.3176877529997575,0.09697732997481108
2.2688352409055206,1.0521542465508873,2.5746672467181555,1.272862892401846,0.095088161209068
1.8510709592321914,1.0440250350468194,2.7395076814450716,1.282219460136012,0.09005037783375315
1.537258589445655,0.961401035536581,2.6323334041394686,1.2818205231114437,1.0
