train_loss,train_mae,val_loss,val_mae,effective_epochs
7.731036959966617,2.115979452631367,,,0.5371536523929471
3.891748649415685,1.524639677645555,5.148003766411229,1.7997064590454102,0.4061712846347607
3.404459964428375,1.461370079375025,3.5545104867533635,1.4392916026868319,0.3904282115869018
2.757822704626553,1.2855185270309448,4.799495784859908,1.7361538347445036,0.3419395465994962
2.7451118688974807,1.2250286572015108,3.264895388954564,1.3942045224340338,0.31171284634760704
2.696908661233845,1.2802519967306907,3.294472961049331,1.3836927759019952,0.33123425692695213
2.453740666606533,1.234511993714233,3.9166279780237296,1.5370285385533382,0.31801007556675065
2.476548392158836,1.1381179699257238,3.561317148961519,1.4759647532513267,0.29408060453400503
2.1351657825619426,1.1417179588061661,3.3860899147234464,1.4351715288664166,0.27267002518891686
2.0129864486629394,1.0511912988193,2.6421724055942737,1.2504558202467466,0.241183879093199
1.8312858656715991,1.085643590386234,3.0854860230496057,1.3562724778526707,0.25566750629722923
1.7163967396785964,1.0319879873475033,3.0876417850193225,1.3632457570025796,0.23425692695214106
1.7838229561474785,0.9958636289212242,4.037595868110657,1.583008791271009,0.23425692695214106
1.8328696518246808,1.0311909851743215,2.6682808085491785,1.2574961938356097,0.24370277078085642
1.7319566075370383,1.0362517486757308,2.8255072612511483,1.3007156472457082,0.24937027707808565
1.6275508987592227,0.9966633960382262,3.032027442204325,1.336049199104309,0.22418136020151133
1.36891655755271,0.9083889331390609,3.1675590402201603,1.373569275203504,0.20151133501259447
1.5209718447790217,0.9498050061624441,3.2273776154769096,1.374603459709569,0.2052896725440806
1.475207125907069,0.9128502340459111,2.8138507730082463,1.2739740045447099,0.1952141057934509
1.3101271595527877,0.8892755223743951,2.3144990409675397,1.159498798219781,1.0
