Target (Train),Prediction (Train)
14.386301,13.81918
3.2054794,2.4984941
1.750685,2.330775
2.9780822,3.594136
0.03287671,0.2721885
0.03561644,0.547354
2.0027397,2.4633582
3.030137,2.9095478
3.4356165,3.6532264
1.860274,2.8076737
0.64657533,1.9981009
3.320548,2.6170735
3.4164383,4.538093
3.5260274,4.668231
1.4630136,1.682968
2.2219179,2.4714077
3.0356164,2.7353477
2.5342467,3.3432112
1.3041096,0.98034096
0.030136986,0.33404604
1.9561644,3.0536587
4.441096,4.1660137
11.550685,11.227498
4.8465753,5.315384
4.4054794,5.5482635
0.002739726,0.89719784
0.8082192,1.8948911
1.8630137,2.0498013
4.5068493,4.7281113
10.879452,9.406781
2.591781,2.5109706
3.9150684,4.1810017
3.630137,4.277899
3.158904,1.9577937
9.150685,9.505624
3.3753424,6.392524
3.1342466,2.8945827
2.947945,2.7051625
5.169863,4.223702
0.002739726,0.45976746
11.731507,11.827584
3.8164384,6.277689
5.720548,4.8957224
12.479452,12.46585
3.0739727,2.6816273
7.523288,7.1198683
9.180822,7.3293276
8.986301,8.136349
0.038356163,0.56878793
6.180822,3.7429588
1.7835616,2.9519954
0.07945205,0.3221752
5.909589,6.066173
9.10411,7.9098167
4.3945208,5.004965
0.4410959,0.9466479
2.830137,1.5227407
0.41369864,1.5901376
6.263014,6.7118855
9.169863,9.978669
2.8547945,2.440833
8.758904,8.125953
9.361644,8.234519
11.063014,9.8162985
0.22191781,0.5321834
0.002739726,0.9405285
4.736986,4.698847
0.97534245,1.8670045
3.5041096,5.2266927
3.7863014,3.617633
9.90411,9.773703
5.580822,5.9001074
3.950685,4.8165936
6.5726027,5.6682415
5.9041095,4.542327
3.1506848,2.7753963
6.3835616,6.1835594
2.0328767,2.382553
2.750685,3.0207949
0.04931507,0.4054336
3.350685,3.244536
2.6246576,1.596831
1.7863014,2.2203724
3.6383562,3.6387548
3.049315,3.6889348
3.7013698,4.9241276
3.679452,3.1660943
5.641096,3.897178
7.5643835,7.1019983
2.7342465,1.4356087
6.7753425,7.341539
5.9068494,5.4737606
9.868493,9.572354
7.8630137,8.285918
10.30137,8.770705
9.964383,8.901816
2.961644,2.5920165
1.6109589,1.8837174
4.7452054,3.5024817
2.7041097,2.2290888
7.509589,7.7253585
3.0054793,2.864397
2.6904109,3.6991453
3.3041096,3.1494625
9.336987,8.492904
2.6273973,2.342763
13.443835,11.904458
1.6739726,2.6973028
3.7287672,3.0504107
10.59726,9.709693
6.3863015,5.472306
9.2739725,7.579723
9.071233,9.113753
2.7698631,2.8561912
6.531507,6.920906
3.1013699,3.715981
3.490411,4.3891487
9.2109585,8.570853
2.7808218,3.2987773
6.312329,6.40945
2.6438355,2.7735493
1.9232876,1.9714397
3.5178082,5.098916
10.772603,11.129093
9.186301,8.489478
1.6520548,2.4205902
4.00274,5.0738564
3.0164382,3.8569002
8.010959,8.245857
6.219178,7.1399207
4.7780824,4.6810637
6.528767,6.5477657
3.528767,2.3194351
6.347945,5.8713007
3.8547945,2.809059
3.4054794,5.6210084
12.350685,12.155421
0.33972603,0.67379296
3.6739726,3.5606418
2.090411,2.2043238
5.2520547,4.777837
1.4767123,0.46080747
1.7561644,1.851046
6.712329,7.329644
3.0712328,3.3567076
1.4575342,2.100568
1.7726028,1.9184477
6.156164,6.1973076
3.9726028,3.4305143
2.589041,2.2699995
2.9808218,3.3571534
5.0,6.276521
4.9835615,6.582552
2.6904109,3.7092361
1.9917809,3.0009112
2.8246574,3.7394257
3.6219177,3.0755591
6.1178083,4.694214
