Target (Train),Prediction (Train)
6.6931505,4.908768
1.3561643,2.2326756
4.389041,4.3681636
1.0520548,1.7397609
1.2465754,1.3031796
1.0027397,1.6567
3.3178082,3.5183334
3.7178082,4.9460196
3.1068494,3.195784
6.071233,5.1635995
6.312329,4.095982
2.0767124,1.8390052
4.317808,4.138527
9.147945,7.6227365
1.369863,1.3964266
5.2465754,5.2956576
5.339726,4.9111104
1.6931506,2.813342
1.7123288,2.2951913
3.1013699,4.2487884
3.668493,2.7214599
3.6246576,3.620895
1.9342465,1.9137651
0.008219178,0.8440341
1.4958904,1.235834
5.8575344,5.9096913
5.7178082,5.464702
1.2273972,1.5103898
0.4219178,1.0187092
7.238356,4.275869
1.9178082,2.497398
2.0575342,2.6979117
7.8356166,8.179846
8.79178,8.163913
8.052054,8.006412
1.060274,1.226401
6.4602737,7.179365
8.654795,8.69284
0.03561644,0.6183175
3.1616437,3.1097646
6.347945,6.4422107
0.98630136,1.191776
2.5315068,1.5033091
7.471233,6.580139
7.6657534,8.196479
4.3342466,3.8934693
3.6739726,3.7555737
3.490411,3.5649452
3.4821918,3.5721717
2.8246574,3.073985
0.44383562,0.57426
4.90137,5.4517503
12.767123,11.019919
2.4356165,3.6946993
3.1452055,3.3291912
0.030136986,0.28982025
13.030137,9.286646
5.7506847,5.9563537
5.079452,4.9706798
4.7452054,3.9277635
2.5671232,1.8596798
3.8547945,3.0326738
5.9753423,6.97868
5.391781,4.988211
6.712329,6.821895
12.339726,11.197639
4.3068495,4.17503
1.5863013,1.3452762
0.42465752,1.076838
5.131507,4.236358
9.158904,6.0758758
5.923288,6.802447
0.46027398,0.6637159
3.8109589,3.203195
2.2191782,2.5354357
0.010958904,0.42816696
1.0356164,1.2505207
8.747945,8.007165
3.630137,4.4196706
6.1726027,5.530476
5.1342463,3.5314546
4.920548,4.5110383
1.3068494,1.894824
5.150685,5.242567
3.2082193,2.973422
10.30137,7.815509
11.465754,9.122931
5.8465753,6.537084
6.4876714,4.965188
4.7506847,4.5243754
5.7835617,6.479039
1.0,1.4366688
6.446575,5.777384
2.9780822,3.3731499
3.010959,3.0911741
5.580822,5.284289
12.328767,10.884569
3.5972602,5.084175
6.690411,5.6858673
1.6986301,1.7800477
15.150685,13.87418
2.1369863,3.344996
7.268493,6.7886987
6.3863015,5.688642
10.934247,9.538029
3.3890412,3.378055
2.5260274,2.8727913
2.6767123,2.2958941
6.271233,5.800996
9.764383,9.68199
6.528767,5.236921
3.6383562,4.0246525
2.8356164,2.5937233
10.131507,9.348221
3.9232876,4.216073
9.654795,8.463997
3.279452,4.0777225
5.4082193,5.8328586
10.150685,9.044099
6.320548,5.7715716
3.8054795,4.090007
6.1178083,5.57374
4.942466,5.123345
2.830137,4.6435523
0.64657533,1.6482154
6.241096,6.932692
0.038356163,0.2954884
2.841096,3.017078
3.589041,4.213784
7.558904,4.638883
8.758904,5.355228
3.4164383,4.6101203
2.8164384,2.7608147
4.920548,5.575086
7.3013697,7.445867
5.1753426,5.2997174
6.6136985,6.8804736
3.410959,3.2631164
7.712329,6.817625
7.0958905,6.9464803
2.539726,2.717142
4.5068493,5.030908
7.838356,7.146667
2.9671233,2.197002
6.4630136,6.23819
6.641096,6.1634912
2.7287672,1.6559163
4.049315,3.7848864
11.463014,10.020603
1.6082191,2.9743776
6.5917807,7.018501
5.158904,5.071639
3.2,3.815889
5.641096,5.01193
10.819178,9.6248865
3.7972603,3.47501
3.739726,4.3915095
3.6219177,2.8349018
1.619178,2.9189901
0.01369863,1.0996038
6.0547943,5.431393
0.02739726,0.54913026
3.3972602,3.1979313
8.254794,7.3913875
2.649315,3.2016778
9.238357,8.504691
5.09863,6.626085
2.471233,2.4259982
2.7342465,2.415492
3.279452,3.4046502
5.8657537,5.3328824
