train_loss,train_mae,val_loss,val_mae,effective_epochs
10.73108882334695,2.177636468588416,,,0.6933249370277078
5.904134275308296,1.4680328066669293,6.024243492829172,1.9794193568982577,0.5793450881612091
5.3875678831072,1.3932453340558864,4.969784586053145,1.7622205583672774,0.5579345088161209
4.79196819796491,1.2458150546942184,3.421859308292991,1.4389351920077675,0.5088161209068011
4.640889228279911,1.2675566335222614,4.400405544983713,1.6479521048696417,0.5264483627204031
4.284537777971866,1.1618703434716409,4.213127656986839,1.6281847169524746,0.4729219143576826
4.012406925656903,1.084948432979299,3.0006176076437296,1.326337826879401,0.4464735516372796
3.8065398913710866,1.065643392392059,2.7479615462453744,1.2837258891055459,0.4420654911838791
3.7583704848787676,1.0180600232152797,2.8309069432710348,1.2914406782702397,0.41183879093198994
3.225717099744882,0.9623495642818621,2.8875388157995125,1.3432779249392057,0.3998740554156171
3.0625569891573776,0.9251372031311491,2.389210167684053,1.2037375977164821,0.3910579345088161
3.148923503818797,0.9214004029088946,2.8668589309642187,1.3245550895992078,0.3709068010075567
3.011259452620549,0.8846754929912624,2.182422929688504,1.1520216010118787,0.3602015113350126
2.81168241109421,0.866477396950793,2.494383278645967,1.2280296902907522,0.3526448362720403
2.6948663885913677,0.8264430427729194,2.278439496692858,1.1712484014661688,0.32997481108312343
2.6286733239444335,0.8164737820625305,2.0797196877630135,1.1120090955182125,0.3217884130982368
2.596601655234152,0.8015010436969017,2.152929375046178,1.1372208501163281,0.3054156171284635
2.486013398241641,0.7751457157419689,1.9991004121930975,1.0912543190153021,0.29408060453400503
2.406778203907298,0.7544156971262462,1.9718954406286542,1.088199678220247,0.28463476070528965
0.9608458142672012,0.7829016002256479,1.9431229045516567,1.0564502822725397,1.0
