train_loss,train_mae,val_loss,val_mae,effective_epochs
7.425311008496071,2.0731421077429357,,,1.0
3.6538961164986907,1.4979025792719713,5.301510145789699,1.843274342386346,1.0
3.17363103645951,1.3966430229927176,5.324940675183346,1.8399384774659808,1.0
2.3723275910562545,1.2055277637581328,5.07709076530055,1.8066671647523578,1.0
2.272272104647622,1.1709155929622366,4.5447382174040145,1.739152193069458,1.0
1.997786077100839,1.1051054374495548,2.8255612661964014,1.3081565718901784,1.0
1.8980539156429803,1.076431674743766,2.9029344790860225,1.3115922683163692,1.0
1.643062906478768,0.9981630933818533,3.392454479870043,1.4512631171628048,1.0
1.5237471283371768,0.9464056313927494,2.550859959501969,1.2294038377310101,1.0
1.378534194471231,0.907596760721349,2.6621608200826143,1.2480436218412299,1.0
1.3009777771892832,0.8932478161000493,2.30580114690881,1.1460970138248645,1.0
1.2039027507625408,0.8595339651428052,2.0958241192918075,1.1010367242913497,1.0
1.0802208816827232,0.814564948651328,2.236031108780911,1.1298523262927407,1.0
1.0925838391282665,0.8107925929240326,2.3260090068766943,1.1610576290833323,1.0
0.9624303748358541,0.7675876991072698,2.377589131656446,1.1647290148233111,1.0
0.8757520949662622,0.7279954872914215,2.1149711326548926,1.112712656196795,1.0
0.9100335823066199,0.7423836677821715,2.4758876687601994,1.1890225755540949,1.0
0.8321761760249067,0.7113754642543508,2.130831003189087,1.0988542782632928,1.0
0.828603465832881,0.7046688674990811,1.8925760153092837,1.0341237924600903,1.0
0.6872579299691898,0.6472655223376715,1.9518236486535323,1.0739042664829053,1.0
